ID,Scientific Name,Common Name,Latitude,Longitude,Country Code,Taxon ID,Month,Day,Year,Basis of Record,Provider's institution,Collection code,Collection date,Collected by,State,County or Borough,verbatumEventDate
AKCAEBL123,Podiceps grisegena,Red-necked Grebe,70.68602,-155.30501,US,174479,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL124,Circus cyaneus,Northern Harrier,70.68602,-155.30501,US,175430,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL125,Buteo lagopus,Rough-legged Hawk,70.68602,-155.30501,US,175373,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL126,Aquila chrysaetos,Golden Eagle,70.68602,-155.30501,US,175407,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL127,Falco columbarius,Merlin,70.68602,-155.30501,US,175613,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL128,Falco peregrinus,Peregrine Falcon,70.68602,-155.30501,US,175604,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL129,Lagopus lagopus,Willow Ptarmigan ,70.68602,-155.30501,US,175804,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL130,Lagopus muta,Rock Ptarmigan,70.68602,-155.30501,US,677542,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL131,Grus canadensis,Sandhill Crane,70.68602,-155.30501,US,176177,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL132,Stercorarius pomarinus,Pomarine Jaeger,70.68602,-155.30501,US,176792,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL133,Stercorarius parasiticus,Parasitic Jaeger,70.68602,-155.30501,US,176793,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL134,Stercorarius longicaudus,Long-tailed Jaeger,70.68602,-155.30501,US,176794,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL135,Larus hyperboreus,Glaucous Gull,70.68602,-155.30501,US,176808,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL136,Xema sabini,Sabine's Gull,70.68602,-155.30501,US,176866,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL137,Sterna paradisaea,Arctic Tern,70.68602,-155.30501,US,176890,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL138,Bubo scandiacus,Snowy Owl,70.68602,-155.30501,US,686683,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL139,Asio flammeus,Short-eared Owl,70.68602,-155.30501,US,177935,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL140,Motacilla flava,Yellow Wagtail,70.68602,-155.30501,US,178483,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL141,Calcarius lapponicus,Lapland Longspur,70.68602,-155.30501,US,179526,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL142,Plectrophenax nivalis,Snow Bunting,70.68602,-155.30501,US,179532,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL143,Passerculus sandwichensis,Savannah Sparrow,70.68602,-155.30501,US,179314,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL144,Carduelis flammea,Common Redpoll,70.68602,-155.30501,US,179230,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL145,Carduelis hornemanni,Hoary Redpoll,70.68602,-155.30501,US,179231,06,,2013,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,,Brian Uher-Koch,Alaska,North Slope,6/2013
AKCAEBL146,Anser albifrons,Greater White-fronted Goose,70.68602,-155.30501,US,175020,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL147,Chen caerulescens,Snow Goose,70.68602,-155.30501,US,175038,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL148,Branta bernicla,Brant,70.68602,-155.30501,US,175011,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL149,Cygnus columbianus,Tundra Swan,70.68602,-155.30501,US,174987,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL150,Anas acuta,Northern Pintail,70.68602,-155.30501,US,175074,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL151,Aythya marila,Greater Scaup,70.68602,-155.30501,US,175130,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL152,Somateria fischeri,Spectacled Eider,70.68602,-155.30501,US,175161,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL153,Somateria spectabilis,King Eider,70.68602,-155.30501,US,175160,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL154,Clangula hyemalis,Long-tailed Duck,70.68602,-155.30501,US,175147,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL155,Lagopus lagopus,Willow Ptarmigan ,70.68602,-155.30501,US,175804,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL156,Lagopus muta,Rock Ptarmigan,70.68602,-155.30501,US,677542,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL157,Gavia adamsii,Yellow-billed Loon,70.68602,-155.30501,US,174470,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL158,Buteo lagopus,Rough-legged Hawk,70.68602,-155.30501,US,175373,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL159,Pluvialis squatarola,Black-bellied Plover,70.68602,-155.30501,US,176567,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL160,Pluvialis dominica,American Golden-Plover,70.68602,-155.30501,US,176564,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL161,Calidris alpina,Dunlin,70.68602,-155.30501,US,176661,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL162,Calidris melanotos,Pectoral Sandpiper,70.68602,-155.30501,US,176653,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL163,Calidris pusilla,Semipalmated Sandpiper,70.68602,-155.30501,US,176667,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL164,Limnodromus scolopaceus,Long-billed Dowitcher,70.68602,-155.30501,US,176679,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL165,Phalaropus fulicarius,Red Phalarope,70.68602,-155.30501,US,176734,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL166,Stercorarius pomarinus,Pomarine Jaeger,70.68602,-155.30501,US,176792,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL167,Stercorarius longicaudus,Long-tailed Jaeger,70.68602,-155.30501,US,176794,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL168,Xema sabini,Sabine's Gull,70.68602,-155.30501,US,176866,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL169,Larus hyperboreus,Glaucous Gull,70.68602,-155.30501,US,176808,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL170,Sterna paradisaea,Arctic Tern,70.68602,-155.30501,US,176890,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL171,Calcarius lapponicus,Lapland Longspur,70.68602,-155.30501,US,179526,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL172,Plectrophenax nivalis,Snow Bunting,70.68602,-155.30501,US,179532,06,03,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-03,Brian Uher-Koch,Alaska,North Slope,6-3-12
AKCAEBL173,Anas americana ,American Wigeon,70.68602,-155.30501,US,175094,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL174,Anas clypeata,Northern Shoveler,70.68602,-155.30501,US,175096,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL175,Limosa lapponica,Bar-tailed Godwit,70.68602,-155.30501,US,176687,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL176,Arenaria interpres,Ruddy Turnstone,70.68602,-155.30501,US,176571,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL177,Calidris himantopus,Stilt Sandpiper,70.68602,-155.30501,US,554145,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL178,Phalaropus lobatus,Red-necked Phalarope,70.68602,-155.30501,US,176735,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL179,Stercorarius parasiticus,Parasitic Jaeger,70.68602,-155.30501,US,176793,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL180,Bubo scandiacus,Snowy Owl,70.68602,-155.30501,US,686683,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL181,Falco peregrinus,Peregrine Falcon,70.68602,-155.30501,US,175604,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL182,Corvus corax,Common Raven,70.68602,-155.30501,US,179725,06,24,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-06-24,Brian Uher-Koch,Alaska,North Slope,6-24-12
AKCAEBL183,Podiceps grisegena,Red-necked Grebe,70.68602,-155.30501,US,174479,08,16,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-08-16,Brian Uher-Koch,Alaska,North Slope,8-16-12
AKCAEBL184,Aquila chrysaetos,Golden Eagle,70.68602,-155.30501,US,175407,08,16,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-08-17,Brian Uher-Koch,Alaska,North Slope,8-17-12
AKCAEBL185,Carduelis tristis,American Goldfinch,70.68602,-155.30501,US,179236,08,16,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-08-18,Brian Uher-Koch,Alaska,North Slope,8-18-12
AKCAEBL186,Passerculus sandwichensis,Savannah Sparrow,70.68602,-155.30501,US,179314,08,16,2012,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2012-08-19,Brian Uher-Koch,Alaska,North Slope,8-19-12
AKCAEBL187,Anser albifrons,Greater White-fronted Goose,70.68602,-155.30501,US,175020,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL188,Cygnus columbianus,Tundra Swan,70.68602,-155.30501,US,174987,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL189,Somateria spectabilis,King Eider,70.68602,-155.30501,US,175160,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL190,Clangula hyemalis,Long-tailed Duck,70.68602,-155.30501,US,175147,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL191,Mergus serrator,Red-breasted Merganser,70.68602,-155.30501,US,175187,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL192,Lagopus lagopus,Willow Ptarmigan ,70.68602,-155.30501,US,175804,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL193,Lagopus muta,Rock Ptarmigan,70.68602,-155.30501,US,677542,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL194,Gavia stellata,Red-throated Loon,70.68602,-155.30501,US,174474,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL195,Gavia pacifica,Pacific loon,70.68602,-155.30501,US,174475,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL196,Gavia adamsii,Yellow-billed Loon,70.68602,-155.30501,US,174470,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL197,Circus cyaneus,Northern Harrier,70.68602,-155.30501,US,175430,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL198,Buteo lagopus,Rough-legged Hawk,70.68602,-155.30501,US,175373,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL199,Pluvialis squatarola,Black-bellied Plover,70.68602,-155.30501,US,176567,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL200,Pluvialis dominica,American Golden-Plover,70.68602,-155.30501,US,176564,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL201,Numenius phaeopus,Whimbrel,70.68602,-155.30501,US,176599,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL202,Limosa lapponica,Bar-tailed Godwit,70.68602,-155.30501,US,176687,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL203,Arenaria interpres,Ruddy Turnstone,70.68602,-155.30501,US,176571,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL204,Calidris himantopus,Stilt Sandpiper,70.68602,-155.30501,US,554145,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL205,Phalaropus lobatus,Red-necked Phalarope,70.68602,-155.30501,US,176735,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL206,Phalaropus fulicarius,Red Phalarope,70.68602,-155.30501,US,176734,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL207,Stercorarius pomarinus,Pomarine Jaeger,70.68602,-155.30501,US,176792,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL208,Stercorarius parasiticus,Parasitic Jaeger,70.68602,-155.30501,US,176793,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL209,Stercorarius longicaudus,Long-tailed Jaeger,70.68602,-155.30501,US,176794,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL210,Xema sabini,Sabine's Gull,70.68602,-155.30501,US,176866,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL211,Larus hyperboreus,Glaucous Gull,70.68602,-155.30501,US,176808,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL212,Sterna paradisaea,Arctic Tern,70.68602,-155.30501,US,176890,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL213,Bubo scandiacus,Snowy Owl,70.68602,-155.30501,US,686683,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL214,Asio flammeus,Short-eared Owl,70.68602,-155.30501,US,177935,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL215,Falco peregrinus,Peregrine Falcon,70.68602,-155.30501,US,175604,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL216,Corvus corax,Common Raven,70.68602,-155.30501,US,179725,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL217,Motacilla flava,Yellow Wagtail,70.68602,-155.30501,US,178483,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL218,Calcarius lapponicus,Lapland Longspur,70.68602,-155.30501,US,179526,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL219,Passerculus sandwichensis,Savannah Sparrow,70.68602,-155.30501,US,179314,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL220,Carduelis flammea,Common Redpoll,70.68602,-155.30501,US,179230,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL221,Carduelis hornemanni,Hoary Redpoll,70.68602,-155.30501,US,179231,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL222,Carduelis pinus,Pine Siskin,70.68602,-155.30501,US,179233,07,27,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-07-27,Brian Uher-Koch,Alaska,North Slope,7-27-11
AKCAEBL223,Branta bernicla,Brant,70.68602,-155.30501,US,175011,06,20,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-20,Brian Uher-Koch,Alaska,North Slope,6-20-11
AKCAEBL224,Anas acuta,Northern Pintail,70.68602,-155.30501,US,175074,06,20,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-20,Brian Uher-Koch,Alaska,North Slope,6-20-11
AKCAEBL225,Aythya marila,Greater Scaup,70.68602,-155.30501,US,175130,06,20,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-20,Brian Uher-Koch,Alaska,North Slope,6-20-11
AKCAEBL226,Anser albifrons,Greater White-fronted Goose,70.39491,-155.40895,US,175020,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL227,Anas acuta,Northern Pintail,70.39491,-155.40895,US,175074,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL228,Somateria spectabilis,King Eider,70.39491,-155.40895,US,175160,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL229,Clangula hyemalis,Long-tailed Duck,70.39491,-155.40895,US,175147,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL230,Gavia stellata,Red-throated Loon,70.39491,-155.40895,US,174474,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL231,Gavia pacifica,Pacific loon,70.39491,-155.40895,US,174475,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL232,Gavia adamsii,Yellow-billed Loon,70.39491,-155.40895,US,174470,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL233,Aquila chrysaetos,Golden Eagle,70.39491,-155.40895,US,175407,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL234,Pluvialis squatarola,Black-bellied Plover,70.39491,-155.40895,US,176567,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL235,Limosa lapponica,Bar-tailed Godwit,70.39491,-155.40895,US,176687,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL236,Calidris himantopus,Stilt Sandpiper,70.39491,-155.40895,US,554145,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
AKCAEBL237,Calidris melanotos,Pectoral Sandpiper,70.39491,-155.40895,US,176653,06,22,2011,observation,BISON,USGS Alaska Science Center - Changing Arctic Ecosystems - birdlist,2011-06-22,Ken Wright,Alaska,North Slope,6-22-11
